Date,tmin,tmean,tmax,ppt
11/17/2010,7.2,15.3,23.5,0
11/18/2010,5.8,12.7,19.7,0
11/19/2010,7.9,14,20,0
11/20/2010,11.8,16.4,20.9,0
11/21/2010,11.7,17,22.4,0
11/22/2010,12.2,17.7,23.1,0
11/23/2010,16.9,20.3,23.7,0.46
11/24/2010,17.2,20.8,24.4,0
11/25/2010,17,20.8,24.5,0
11/26/2010,18,21.2,24.4,0.36
11/27/2010,1.4,13.1,24.9,4.32
11/28/2010,0.8,7.7,14.6,0
11/29/2010,3.2,9.2,15.2,0
11/30/2010,14.4,18.1,21.7,0.88
12/1/2010,2.9,13.4,23.9,43.83
12/2/2010,-0.3,5.8,11.8,0
12/3/2010,0.5,8,15.5,0
12/4/2010,2.9,10.6,18.4,0
12/5/2010,6.5,13.5,20.5,0
12/6/2010,-0.8,4.6,10.1,0
12/7/2010,-2.8,3.3,9.4,0
12/8/2010,-2.9,3.8,10.6,0
12/9/2010,-4.1,0.4,4.8,0
12/10/2010,-3.6,3.5,10.6,0
12/11/2010,-0.2,7.2,14.7,0
12/12/2010,5.9,12.8,19.6,14.56
12/13/2010,-1,4.3,9.6,0
12/14/2010,-4,0.2,4.4,0
12/15/2010,-4.5,1.7,7.9,0
12/16/2010,1.9,9.4,16.9,0
12/17/2010,14.1,16.9,19.8,1.07
12/18/2010,8.8,12.3,15.7,0.9
12/19/2010,1.5,6.5,11.4,0.32
12/20/2010,0,6.8,13.6,0
12/21/2010,2.2,7.9,13.6,0
12/22/2010,8.9,13.6,18.3,0
12/23/2010,5.6,13.7,21.9,0
12/24/2010,1.5,7.1,12.7,0
12/25/2010,2.2,7.8,13.4,0
12/26/2010,1.8,6.4,11,6.87
12/27/2010,-3.2,0.7,4.6,0
12/28/2010,-4.8,1.9,8.6,0
12/29/2010,-4.3,3.1,10.4,0
12/30/2010,-0.9,6.6,14.2,0
12/31/2010,8.7,12.4,16.1,0
1/1/2011,14.5,16.9,19.2,1.09
1/2/2011,9.8,14.5,19.3,51.62
1/3/2011,-0.1,7.8,15.7,0
1/4/2011,0.2,8,15.8,0
1/5/2011,7.9,11.8,15.7,0.44
1/6/2011,7.1,12.1,17.2,34.01
1/7/2011,2.1,8.6,15,0
1/8/2011,4,9.9,15.9,0
1/9/2011,2.5,8.2,13.9,0
1/10/2011,2.8,5.8,8.8,2.67
1/11/2011,2.3,4.3,6.3,0
1/12/2011,-2.9,2.4,7.6,0
1/13/2011,-5.3,0.6,6.6,0
1/14/2011,-5.4,1.1,7.7,0
1/15/2011,-4.2,3.3,10.7,0
1/16/2011,-1.9,5.9,13.6,0
1/17/2011,3.6,9.2,14.7,0.52
1/18/2011,6.5,11.2,15.9,0
1/19/2011,7.5,12.5,17.6,9.63
1/20/2011,5.1,10.5,16,0
1/21/2011,4.8,9.7,14.6,1.33
1/22/2011,-2.9,3.9,10.7,0
1/23/2011,-3.7,3.3,10.3,0
1/24/2011,-2.4,4.5,11.4,0
1/25/2011,3.4,8.7,14,3.46
1/26/2011,6.7,11.6,16.4,0
1/27/2011,-1,6.4,13.9,0
1/28/2011,0.2,6.2,12.2,0
1/29/2011,3.6,10.6,17.6,0
1/30/2011,3.5,11,18.4,0
1/31/2011,6.4,12.1,17.8,16.91
2/1/2011,12.4,14.4,16.4,7.16
2/2/2011,5.6,12.3,19.1,14.61
2/3/2011,3.1,5.9,8.8,0
2/4/2011,2.9,5.9,8.9,7.28
2/5/2011,5.8,7.7,9.7,23.05
2/6/2011,-1,3.3,7.7,0
2/7/2011,-0.8,5.6,12.1,20.22
2/8/2011,1.5,8.4,15.4,3.85
2/9/2011,1.4,6.6,11.9,0
2/10/2011,4,7.8,11.6,5.52
2/11/2011,-1.8,2.4,6.5,0
2/12/2011,-3.1,3.9,10.9,0
2/13/2011,-2,6.2,14.4,0
2/14/2011,0.9,8.3,15.7,0
2/15/2011,3.2,10.7,18.1,0
2/16/2011,4.9,12.4,19.8,0
2/17/2011,5,11.5,17.9,0
2/18/2011,7.1,13,18.8,0
2/19/2011,9.6,15.3,20.9,0
2/20/2011,9.4,16.5,23.5,0
2/21/2011,9.5,15.5,21.5,0
2/22/2011,15.3,19,22.7,0
2/23/2011,13.2,18.4,23.5,0
2/24/2011,12.5,17.5,22.4,0
2/25/2011,15.7,17.9,20.1,0.16
2/26/2011,9.8,16.9,24,0
2/27/2011,11.3,17,22.7,0
2/28/2011,17.6,19.8,22,0
3/1/2011,12.2,17.6,23,2.53
3/2/2011,10.3,16.9,23.4,0
3/3/2011,10.5,15,19.6,0
3/4/2011,12.6,17,21.3,0
3/5/2011,14.6,18,21.3,4.28
3/6/2011,9.3,14.4,19.5,22.77
3/7/2011,2.6,7.6,12.7,0
3/8/2011,4,9.1,14.1,0
3/9/2011,11.7,15.7,19.6,0
3/10/2011,7.9,14.1,20.4,49.64
3/11/2011,3.2,9.8,16.4,0
3/12/2011,4.1,11.3,18.5,0
3/13/2011,5.3,12,18.8,0
3/14/2011,8.1,14.6,21.2,0
3/15/2011,10.6,16.2,21.9,0.1
3/16/2011,8.2,15.3,22.3,0
3/17/2011,7.7,14.6,21.5,0
3/18/2011,8,15.1,22.3,0
3/19/2011,9.3,16.5,23.8,0
3/20/2011,11.2,18.5,25.7,0
3/21/2011,11.6,17.9,24.2,0
3/22/2011,13.9,18.6,23.3,0
3/23/2011,18.5,21,23.4,0
3/24/2011,19.2,22.1,24.9,0
3/25/2011,8.9,18.3,27.7,0
3/26/2011,16,18.8,21.6,0
3/27/2011,19.6,22.4,25.1,0
3/28/2011,19.8,23,26.2,0.01
3/29/2011,14.3,21.3,28.3,0
3/30/2011,14.6,18.2,21.9,19.34
3/31/2011,13.1,18,23,10.92
4/1/2011,7.4,13.6,19.7,0
4/2/2011,11.6,17.4,23.2,0
4/3/2011,12.5,18.6,24.7,0
4/4/2011,14.3,19.3,24.3,0
4/5/2011,8.5,16.8,25.1,11.36
4/6/2011,6,12.5,19,0
4/7/2011,10.9,15.9,21,0
4/8/2011,16.5,20,23.4,0
4/9/2011,20.6,23.5,26.4,0
4/10/2011,20.4,23.6,26.8,0
4/11/2011,20.6,23.2,25.9,0
4/12/2011,17.6,22.1,26.6,0.82
4/13/2011,10,18.7,27.4,0
4/14/2011,11.2,18.2,25.2,0
4/15/2011,15,19.4,23.9,0
4/16/2011,18,21.4,24.8,0
4/17/2011,9,16.5,24,0
4/18/2011,8.6,15.6,22.6,0
4/19/2011,14.9,19.3,23.6,0
4/20/2011,20.4,22.8,25.2,0
4/21/2011,19,23.2,27.4,0
4/22/2011,18.6,22.8,27,0
4/23/2011,21,23.9,26.8,0
4/24/2011,17.5,22.3,27.1,0
4/25/2011,19.2,23.2,27.3,0
4/26/2011,22.2,24.7,27.1,0
4/27/2011,23.3,25.2,27,0
4/28/2011,17.9,23.3,28.8,5.05
4/29/2011,10,18.5,27,0
4/30/2011,11.5,18.8,26.2,0
5/1/2011,18.2,22.5,26.8,0
5/2/2011,20.6,23.9,27.2,0
5/3/2011,21.4,24.6,27.7,0
5/4/2011,12,20,28,0
5/5/2011,10.4,17.5,24.6,0
5/6/2011,10.9,17.2,23.5,0
5/7/2011,12.4,19.5,26.6,0
5/8/2011,17.3,21.7,26.1,0
5/9/2011,18.6,23.4,28.1,0
5/10/2011,18.9,24.3,29.7,0
5/11/2011,16.9,23.6,30.3,0
5/12/2011,17,23.6,30.1,0
5/13/2011,18,24.5,30.9,0
5/14/2011,18.5,23.4,28.4,22.8
5/15/2011,13.9,20.6,27.3,0
5/16/2011,11.1,17.6,24.1,0
5/17/2011,9.7,15.9,22.1,0
5/18/2011,8.1,15.8,23.5,0
5/19/2011,11.3,17.7,24.1,0
5/20/2011,14.4,20.4,26.3,0
5/21/2011,17.3,22.6,28,0
5/22/2011,18.8,24.1,29.4,0
5/23/2011,18.5,24.3,30.1,0
5/24/2011,21.3,25.6,30,0
5/25/2011,22,25.6,29.3,0
5/26/2011,23.5,26.4,29.2,0
5/27/2011,21.3,25.1,29,9.85
5/28/2011,20.7,25.3,30,0
5/29/2011,20,24.9,29.9,0
5/30/2011,21.4,26.2,31,0
5/31/2011,21.1,26,30.9,0
6/1/2011,23.1,27.6,32.1,0
