Date,tmin,tmean,tmax,ppt
12/9/2015,6.9,13.7,20.5,0
12/10/2015,8.9,15.4,21.9,0
12/11/2015,12.5,18.2,23.9,0.06
12/12/2015,13.6,19.2,24.8,0
12/13/2015,13.8,18.6,23.4,0
12/14/2015,18.2,20.8,23.5,2.97
12/15/2015,8,15.1,22.1,2.32
12/16/2015,7.9,14.8,21.8,0
12/17/2015,13.9,18.4,22.9,7.71
12/18/2015,7.8,14.6,21.4,8.93
12/19/2015,1.3,8,14.7,0
12/20/2015,1,7.5,14,0
12/21/2015,3.7,10.1,16.5,0
12/22/2015,13.1,17.3,21.5,47.24
12/23/2015,18.1,19,19.8,8.89
12/24/2015,18.6,21.2,23.8,5.94
12/25/2015,21.6,23.3,25.1,0
12/26/2015,20.5,22,23.6,0
12/27/2015,19.7,22.3,24.8,0
12/28/2015,20.3,22.1,23.9,0.07
12/29/2015,15.2,20.2,25.2,33.57
12/30/2015,14.7,18.4,22.1,6.79
12/31/2015,16.8,20.4,23.9,68.61
1/1/2016,10.6,14.2,17.8,16.96
1/2/2016,6.1,8.2,10.4,2.02
1/3/2016,5.8,7.9,10,0
1/4/2016,4.4,8,11.6,0
1/5/2016,0.8,7.4,14,0
1/6/2016,0.9,6.2,11.6,0
1/7/2016,4,10.1,16.2,0
1/8/2016,4.9,10,15,15.56
1/9/2016,11.6,13.4,15.2,0
1/10/2016,9.5,13.2,16.9,30.35
1/11/2016,-1.5,4.4,10.2,0
1/12/2016,-2,3.8,9.5,0
1/13/2016,0.3,8.1,15.8,0
1/14/2016,2.5,8.8,15.1,0
1/15/2016,4.9,9.7,14.5,14.86
1/16/2016,8.8,12.6,16.3,0
1/17/2016,7.9,13.3,18.7,7.8
1/18/2016,2.1,7.8,13.4,0
1/19/2016,-0.6,6.2,13,0
1/20/2016,-0.7,5.6,12,0
1/21/2016,7.4,12.8,18.1,18.31
1/22/2016,14.5,17.1,19.7,95.97
1/23/2016,0.9,7.2,13.4,0
1/24/2016,-2.7,2.2,7.1,0
1/25/2016,-2.3,4.4,11.1,0
1/26/2016,3.7,10,16.2,0
1/27/2016,13.3,16.1,18.8,13.96
1/28/2016,6.5,10.1,13.7,23.28
1/29/2016,3,7.1,11.2,0
1/30/2016,3.5,11,18.4,0
1/31/2016,3.8,11.7,19.6,0
2/1/2016,14.3,17.2,20.1,0
2/2/2016,16.4,19.1,21.8,0
2/3/2016,17.5,19,20.5,0.14
2/4/2016,8.5,14.7,20.9,118.27
2/5/2016,0.5,7.4,14.2,0
2/6/2016,0.3,6.7,13,0
2/7/2016,0.7,7,13.3,0
2/8/2016,1.4,8.4,15.4,0
2/9/2016,2.9,9.6,16.2,0
2/10/2016,-0.6,5.4,11.4,0
2/11/2016,-1.1,4.9,11,0
2/12/2016,1.8,10.4,19,0
2/13/2016,7.3,14,20.6,0
2/14/2016,2.7,9.4,16.1,0
2/15/2016,3.6,9,14.4,0
2/16/2016,7.1,13.4,19.8,16
2/17/2016,6.8,11.5,16.2,0
2/18/2016,4.9,11.9,18.9,0
2/19/2016,6,12.3,18.6,0
2/20/2016,8.6,13.5,18.5,0
2/21/2016,11.4,15.9,20.4,0
2/22/2016,14.5,18.2,21.9,0
2/23/2016,17.5,19,20.5,0.78
2/24/2016,14.8,18.2,21.6,79.22
2/25/2016,5.2,10,14.8,0
2/26/2016,3.8,10,16.1,0
2/27/2016,1.3,7.9,14.4,0
2/28/2016,2.4,9,15.5,0
2/29/2016,5.4,11.6,17.8,0
3/1/2016,8.3,14.8,21.4,0
3/2/2016,9.9,15.6,21.3,0
3/3/2016,6.3,13.3,20.4,0
3/4/2016,7.7,14,20.3,2.77
3/5/2016,5.2,11.7,18.2,0
3/6/2016,6.1,13.6,21.2,0
3/7/2016,6.4,14.4,22.4,0
3/8/2016,11.9,16.6,21.4,0
3/9/2016,14.7,18.5,22.2,0
3/10/2016,17.8,20.2,22.6,0
3/11/2016,18.8,21.1,23.3,0.37
3/12/2016,18.5,21,23.5,8.21
3/13/2016,16.5,18.9,21.3,0.02
3/14/2016,16.7,20,23.3,0
3/15/2016,18.6,21.3,24,0
3/16/2016,19.3,21.6,23.9,0
3/17/2016,20.3,23,25.7,0.19
3/18/2016,13.7,18,22.2,10.18
3/19/2016,14.5,16.8,19,19.31
3/20/2016,10.2,16.9,23.6,0
3/21/2016,2.8,9.8,16.7,0
3/22/2016,2.8,9.9,17,0
3/23/2016,5.8,11.9,17.9,0
3/24/2016,16.1,18.8,21.5,0
3/25/2016,15.2,18.7,22.3,47.05
3/26/2016,15,17.1,19.2,29.22
3/27/2016,17.8,19,20.2,27.07
3/28/2016,14.3,17.3,20.2,34.35
3/29/2016,14.1,19.3,24.5,0
3/30/2016,14.5,19.3,24,0
3/31/2016,17.2,20.2,23.1,0
4/1/2016,19.6,21.5,23.4,0
4/2/2016,13.3,18,22.6,75.39
4/3/2016,8.3,15.2,22,0
4/4/2016,10.2,16.6,23,0
4/5/2016,12.8,18.9,25,0
4/6/2016,11.3,19.3,27.3,0
4/7/2016,15.7,19,22.2,0
4/8/2016,16.8,20.3,23.9,0
4/9/2016,8.1,16,24,0
4/10/2016,11.1,17.6,24.1,0
4/11/2016,11.1,16.3,21.6,0
4/12/2016,15.2,19.5,23.8,4.99
4/13/2016,16.4,19.2,22,1.99
4/14/2016,17.2,19.1,21,40.68
4/15/2016,14.4,17,19.6,20.67
4/16/2016,14.8,17.1,19.4,0
4/17/2016,16,19.6,23.3,0
4/18/2016,13,18.8,24.5,0
4/19/2016,12.3,18,23.6,0
4/20/2016,13.8,19.3,24.8,0
4/21/2016,15.3,19.8,24.2,0
4/22/2016,17.5,21.2,24.9,17.34
4/23/2016,16.7,20,23.3,10.5
4/24/2016,14.3,21.2,28.1,0
4/25/2016,17.1,21.8,26.5,0
4/26/2016,18.3,22.4,26.4,0
4/27/2016,20.9,23.6,26.3,0
4/28/2016,20.3,23.6,26.9,0.62
4/29/2016,17.3,21.3,25.3,0
4/30/2016,20.7,24.4,28.1,0
5/1/2016,22.1,24.3,26.5,0
5/2/2016,22.4,24.7,27.1,0
5/3/2016,20.6,23.8,27,0
5/4/2016,15.9,21.3,26.7,26
5/5/2016,14.8,19.5,24.2,0
5/6/2016,10.8,17.7,24.6,0
5/7/2016,11.8,18.1,24.5,0
5/8/2016,13.1,19.3,25.5,0
5/9/2016,15.6,20.8,26.1,0
5/10/2016,20.8,23.5,26.2,0
5/11/2016,18.4,22,25.6,1.49
5/12/2016,19.6,23.2,26.8,0
5/13/2016,20.5,24.3,28.1,0
5/14/2016,16.7,23.1,29.6,0
5/15/2016,17.1,22.8,28.5,0
5/16/2016,18.6,23,27.4,0
5/17/2016,20.5,24.4,28.3,0.86
5/18/2016,22.5,25.1,27.6,0
5/19/2016,20.1,24.5,29,0.16
5/20/2016,19.5,24.1,28.7,32.77
5/21/2016,20.4,22.1,23.9,22.4
5/22/2016,18,23.1,28.1,0.37
5/23/2016,14.9,21.6,28.3,0
5/24/2016,15.7,21.7,27.8,0
5/25/2016,16.3,22.7,29.1,0
5/26/2016,21,24.8,28.5,0
5/27/2016,20,24.3,28.5,0
5/28/2016,21.1,24.8,28.5,0
5/29/2016,19.9,24.5,29.1,0
5/30/2016,21.5,26.2,30.9,0
5/31/2016,21.5,26.1,30.7,3.27
6/1/2016,20.4,25.5,30.5,0.01
