Date,Direction of Travel,Species
5/9/2014,OUT,GASCAR
5/9/2014,OUT,GASCAR
5/9/2014,IN,FARABA
5/10/2014,IN,ACRGRY
5/10/2014,OUT,GASCAR
5/10/2014,OUT,RANCLA
5/10/2014,OUT,AMBBIS
5/10/2014,OUT,PSEORN
5/10/2014,OUT,PSEORN
5/10/2014,OUT,GASCAR
5/10/2014,IN,GASCAR
5/10/2014,OUT,OPHVEN
5/10/2014,OUT,ACRGRY
5/10/2014,OUT,ACRGRY
5/10/2014,IN,RANUTR
5/10/2014,IN,PSEORN
5/10/2014,OUT,RANUTR
5/10/2014,OUT,REGRIG
5/10/2014,IN,PSEORN
5/10/2014,IN,ACRGRY
5/10/2014,IN,SCILAT
5/10/2014,OUT,AMBBIS
5/10/2014,IN,BUFQUE
5/10/2014,OUT,ACRGRY
5/10/2014,IN,RANGRY
5/10/2014,OUT,GASCAR
5/10/2014,OUT,BUFTER
5/10/2014,OUT,BUFQUE
5/10/2014,OUT,RANUTR
5/10/2014,IN,AMBBIS
5/10/2014,IN,AMBBIS
5/10/2014,IN,ACRGRY
5/10/2014,IN,RANUTR
5/11/2014,IN,RANCLA
5/11/2014,OUT,RANCLA
5/11/2014,OUT,ACRGRY
5/11/2014,OUT,ACRGRY
5/11/2014,OUT,AMBBIS
5/11/2014,,
5/11/2014,IN,GASCAR
5/11/2014,OUT,ACRGRY
5/11/2014,IN,GASCAR
5/11/2014,IN,ACRGRY
5/11/2014,IN,ACRGRY
5/11/2014,IN,GASCAR
5/11/2014,OUT,AMBBIS
5/11/2014,OUT,GASCAR
5/11/2014,IN,AMBBIS
5/11/2014,OUT,ACRGRY
5/11/2014,OUT,AGKPIS
5/11/2014,OUT,ACRGRY
5/11/2014,IN,GASCAR
5/11/2014,IN,HYLFEM
5/11/2014,IN,GASCAR
5/11/2014,IN,GASCAR
5/11/2014,IN,GASCAR
5/11/2014,IN,GASCAR
5/11/2014,OUT,GASCAR
5/11/2014,IN,GASCAR
5/11/2014,IN,ACRGRY
5/11/2014,OUT,PSEORN
5/11/2014,OUT,ACRGRY
5/11/2014,OUT,NERFAS
5/11/2014,OUT,AGKPIS
5/11/2014,IN,CEMCOC
5/11/2014,IN,REGRIG
5/11/2014,IN,GASCAR
5/11/2014,IN,REGRIG
5/11/2014,IN,GASCAR
5/11/2014,IN,GASCAR
5/11/2014,IN,ACRGRY
5/11/2014,IN,ACRGRY
5/11/2014,IN,HYLFEM
5/11/2014,IN,ACRGRY
5/11/2014,OUT,AMBBIS
5/11/2014,IN,GASCAR
5/11/2014,OUT,GASCAR
5/11/2014,OUT,HYLFEM
5/11/2014,IN,BUFTER
5/12/2014,IN,THASAU
5/12/2014,OUT,ACRGRY
5/12/2014,IN,CEMCOC
5/12/2014,IN,ACRGRY
5/12/2014,OUT,GASCAR
5/12/2014,OUT,GASCAR
5/12/2014,OUT,HYLFEM
5/12/2014,OUT,PSEORN
5/12/2014,OUT,AMBBIS
5/12/2014,IN,GASCAR
5/12/2014,IN,ACRGRY
5/12/2014,OUT,ACRGRY
5/12/2014,IN,PSEORN
5/12/2014,IN,CEMCOC
5/12/2014,IN,HYLCIN
5/12/2014,IN,HYLCIN
5/12/2014,OUT,AMBBIS
5/12/2014,IN,GASCAR
5/12/2014,OUT,AMBBIS
5/12/2014,OUT,EURQUA
5/12/2014,IN,ACRGRY
5/12/2014,OUT,GASCAR
5/12/2014,IN,GASCAR
5/12/2014,IN,GASCAR
5/12/2014,OUT,AMBBIS
5/12/2014,OUT,OPHVEN
5/12/2014,OUT,BUFQUE
5/12/2014,OUT,AMBBIS
5/12/2014,OUT,BUFQUE
5/12/2014,OUT,EUMLAT
5/12/2014,IN,GASCAR
5/12/2014,OUT,CRAYFISH
5/12/2014,IN,GASCAR
5/12/2014,OUT,GASCAR
5/12/2014,IN,GASCAR
5/12/2014,OUT,GASCAR
5/13/2014,OUT,GASCAR
5/13/2014,IN,AMBBIS
5/13/2014,OUT,ACRGRY
5/13/2014,OUT,
5/13/2014,OUT,PSEORN
5/13/2014,IN,PSEORN
5/13/2014,IN,ACRGRY
5/13/2014,OUT,BUFTER
5/13/2014,OUT,AMBBIS
5/13/2014,IN,THASAU
5/13/2014,OUT,ACRGRY
5/13/2014,OUT,ACRGRY
5/13/2014,OUT,ACRGRY
5/13/2014,OUT,ACRGRY
5/13/2014,IN,GASCAR
5/13/2014,IN,OPHVEN
5/13/2014,OUT,ACRGRY
5/13/2014,IN,ACRGRY
5/13/2014,OUT,EURQUA
5/13/2014,IN,AMBBIS
5/13/2014,OUT,AMBBIS
5/13/2014,OUT,AMBBIS
5/13/2014,IN,GASCAR
5/13/2014,IN,GASCAR
5/13/2014,IN,GASCAR
5/13/2014,OUT,PSEORN
5/13/2014,IN,GASCAR
5/13/2014,,
5/13/2014,IN,THASAU
5/13/2014,IN,ACRGRY
5/13/2014,OUT,GASCAR
5/13/2014,OUT,AGKPIS
5/13/2014,OUT,VIRVAL
5/13/2014,OUT,CRAYFISH
5/13/2014,IN,FARABA
5/14/2014,IN,ACRGRY
5/14/2014,OUT,ACRGRY
5/14/2014,OUT,GASCAR
5/14/2014,OUT,ACRGRY
5/14/2014,IN,GASCAR
5/14/2014,OUT,ACRGRY
5/14/2014,OUT,ACRGRY
5/14/2014,IN,RANUTR
5/14/2014,OUT,BUFTER
5/14/2014,IN,ACRGRY
5/14/2014,OUT,GASCAR
5/14/2014,IN,GASCAR
5/14/2014,IN,GASCAR
5/14/2014,IN,ACRGRY
5/14/2014,OUT,ACRGRY
5/19/2014,OUT,GASCAR
5/19/2014,IN,RANUTR
5/19/2014,OUT,GASCAR
5/19/2014,OUT,GASCAR
5/19/2014,IN,GASCAR
5/19/2014,OUT,AMBBIS
5/19/2014,OUT,AMBBIS
5/19/2014,OUT,ACRGRY
5/19/2014,OUT,BUFTER
5/19/2014,IN,ACRGRY
5/19/2014,OUT,ACRGRY
5/19/2014,IN,ACRGRY
5/19/2014,OUT,BUFQUE
5/19/2014,OUT,RANUTR
5/19/2014,IN,GASCAR
5/19/2014,OUT,ACRGRY
5/19/2014,IN,BUFTER
5/20/2014,IN,AGKPIS
5/20/2014,OUT,ACRGRY
5/20/2014,IN,NERFAS
5/20/2014,OUT,GASCAR
5/20/2014,OUT,GASCAR
5/20/2014,IN,BUFTER
5/20/2014,IN,RANUTR
5/20/2014,IN,ACRGRY
5/20/2014,OUT,SCILAT
5/20/2014,OUT,GASCAR
5/20/2014,IN,ELAGUT
5/20/2014,IN,HYLFEM
5/20/2014,OUT,ACRGRY
5/20/2014,OUT,GASCAR
5/20/2014,IN,CRAYFISH
5/20/2014,OUT,GASCAR
5/20/2014,OUT,AMBBIS
5/20/2014,IN,AGKPIS
5/20/2014,OUT,GASCAR
5/20/2014,OUT,AMBBIS
5/20/2014,OUT,AMBBIS
5/20/2014,IN,GASCAR
5/20/2014,IN,TERCAR
5/20/2014,OUT,RANUTR
5/20/2014,OUT,ACRGRY
5/20/2014,OUT,ACRGRY
5/20/2014,OUT,RANUTR
5/20/2014,OUT,RANUTR
5/20/2014,OUT,ACRGRY
5/20/2014,IN,ACRGRY
5/21/2014,IN,AMBBIS
5/21/2014,IN,REGRIG
5/21/2014,OUT,PSEORN
5/21/2014,IN,GASCAR
5/21/2014,IN,GASCAR
5/21/2014,IN,ACRGRY
5/21/2014,OUT,ACRGRY
5/21/2014,OUT,ACRGRY
5/21/2014,OUT,ACRGRY
5/21/2014,OUT,RANUTR
5/21/2014,OUT,ACRGRY
5/21/2014,OUT,ACRGRY
5/21/2014,OUT,GASCAR
5/21/2014,OUT,AMBBIS
5/21/2014,OUT,GASCAR
5/21/2014,IN,NERFAS
5/21/2014,OUT,FARABA
5/21/2014,OUT,GASCAR
5/21/2014,IN,CEMCOC
5/21/2014,OUT,HYLFEM
5/21/2014,OUT,CEMCOC
5/21/2014,OUT,GASCAR
5/21/2014,IN,REGRIG
5/22/2014,IN,ACRGRY
5/22/2014,IN,ACRGRY
5/22/2014,OUT,ACRGRY
5/22/2014,,
5/22/2014,IN,ACRGRY
5/22/2014,OUT,ACRGRY
5/22/2014,OUT,GASCAR
5/22/2014,OUT,RANCLA
5/22/2014,OUT,GASCAR
5/22/2014,OUT,ACRGRY
5/22/2014,IN,ACRGRY
5/22/2014,IN,BUFTER
5/22/2014,IN,BUFTER
5/22/2014,OUT,AMBBIS
5/22/2014,IN,ACRGRY
5/22/2014,OUT,CEMCOC
5/22/2014,IN,RANUTR
5/22/2014,OUT,EUMLAT
5/22/2014,IN,GASCAR
5/22/2014,OUT,EURQUA
5/22/2014,IN,GASCAR
5/22/2014,IN,GASCAR
5/22/2014,OUT,EURQUA
5/23/2014,OUT,RANUTR
5/23/2014,OUT,ACRGRY
5/23/2014,IN,AMBBIS
5/23/2014,OUT,ACRGRY
5/23/2014,IN,GASCAR
5/23/2014,OUT,ACRGRY
5/23/2014,IN,BUFQUE
5/23/2014,IN,REGRIG
5/23/2014,OUT,GASCAR
5/23/2014,OUT,ACRGRY
5/23/2014,IN,ACRGRY
5/23/2014,OUT,PSEORN
5/23/2014,OUT,ACRGRY
5/23/2014,,
5/23/2014,OUT,GASCAR
5/23/2014,IN,BUFTER
5/23/2014,IN,AGKPIS
5/23/2014,IN,GASCAR
5/23/2014,IN,GASCAR
5/23/2014,IN,RANUTR
5/23/2014,IN,ACRGRY
5/26/2014,IN,ACRGRY
5/26/2014,OUT,THASAU
5/26/2014,OUT,THASAU
5/26/2014,OUT,HYLFEM
5/26/2014,OUT,GASCAR
5/26/2014,OUT,GASCAR
5/26/2014,OUT,GASCAR
5/27/2014,IN,BUFQUE
5/27/2014,OUT,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,IN,RANUTR
5/27/2014,OUT,GASCAR
5/27/2014,IN,RANCLA
5/27/2014,IN,AMBBIS
5/27/2014,IN,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,IN,REGRIG
5/27/2014,IN,GASCAR
5/27/2014,IN,BUFQUE
5/27/2014,IN,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,OUT,GASCAR
5/27/2014,OUT,SCILAT
5/27/2014,OUT,ACRGRY
5/27/2014,OUT,ACRGRY
5/27/2014,IN,GASCAR
5/27/2014,OUT,GASCAR
5/27/2014,OUT,SCILAT
5/27/2014,IN,ACRGRY
5/27/2014,IN,ACRGRY
5/27/2014,IN,RANUTR
5/27/2014,IN,GASCAR
5/27/2014,OUT,GASCAR
5/27/2014,OUT,GASCAR
5/27/2014,IN,AGKPIS
5/27/2014,OUT,THASAU
5/27/2014,IN,GASCAR
5/27/2014,,
5/27/2014,OUT,GASCAR
5/27/2014,OUT,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,IN,GASCAR
5/27/2014,OUT,GASCAR
5/27/2014,OUT,REGRIG
5/28/2014,IN,BUFQUE
5/28/2014,IN,REGRIG
5/28/2014,OUT,ACRGRY
5/28/2014,OUT,RANCLA
5/28/2014,IN,GASCAR
5/28/2014,OUT,BUFTER
5/28/2014,OUT,GASCAR
5/28/2014,OUT,REGRIG
5/28/2014,IN,RANUTR
5/28/2014,OUT,RANGRY
5/28/2014,IN,GASCAR
5/28/2014,OUT,ACRGRY
5/28/2014,IN,GASCAR
5/28/2014,OUT,ACRGRY
5/28/2014,IN,ACRGRY
5/28/2014,OUT,RANUTR
5/28/2014,OUT,BUFQUE
5/28/2014,IN,NOTVIR
5/28/2014,IN,HYLFEM
5/28/2014,OUT,GASCAR
5/28/2014,OUT,ACRGRY
5/28/2014,IN,ACRGRY
5/28/2014,IN,ACRGRY
5/28/2014,OUT,ACRGRY
5/28/2014,IN,CRAYFISH
5/28/2014,OUT,ACRGRY
5/28/2014,OUT,PSEORN
5/28/2014,IN,GASCAR
5/28/2014,OUT,AMBBIS
5/28/2014,OUT,AMBBIS
5/28/2014,IN,GASCAR
5/28/2014,IN,GASCAR
5/28/2014,OUT,RANGRY
5/28/2014,IN,AGKPIS
5/28/2014,,
5/28/2014,OUT,RANGRY
5/29/2014,OUT,ACRGRY
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,OUT,RANUTR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,BUFQUE
5/29/2014,IN,GASCAR
5/29/2014,OUT,ACRGRY
5/29/2014,OUT,ACRGRY
5/29/2014,OUT,ACRGRY
5/29/2014,IN,THASAU
5/29/2014,IN,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,OUT,RANUTR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,REGRIG
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,BUFQUE
5/29/2014,OUT,ACRGRY
5/29/2014,IN,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,BUFQUE
5/29/2014,OUT,NERFAS
5/29/2014,IN,ACRGRY
5/29/2014,IN,GASCAR
5/29/2014,IN,ACRGRY
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,GASCAR
5/29/2014,IN,ACRGRY
5/29/2014,OUT,GASCAR
5/29/2014,IN,CRAYFISH
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,IN,BUFQUE
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,IN,BUFQUE
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,IN,BUFQUE
5/29/2014,IN,BUFQUE
5/29/2014,IN,BUFQUE
5/29/2014,IN,BUFQUE
5/29/2014,OUT,BUFQUE
5/29/2014,OUT,BUFQUE
5/29/2014,OUT,BUFTER
5/29/2014,IN,GASCAR
5/29/2014,OUT,GASCAR
5/29/2014,,
5/29/2014,IN,GASCAR
5/29/2014,OUT,CRAYFISH
5/29/2014,IN,CRAYFISH
5/29/2014,OUT,CRAYFISH
5/29/2014,OUT,CRAYFISH
5/29/2014,OUT,NERFAS
5/29/2014,OUT,ACRGRY
5/29/2014,OUT,BUFQUE
5/29/2014,OUT,GASCAR
5/29/2014,IN,RANUTR
5/29/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,OUT,AGKPIS
5/30/2014,OUT,GASCAR
5/30/2014,OUT,BUFQUE
5/30/2014,OUT,HYLFEM
5/30/2014,IN,ACRGRY
5/30/2014,OUT,GASCAR
5/30/2014,OUT,EURQUA
5/30/2014,OUT,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,OUT,EURQUA
5/30/2014,IN,RANCLA
5/30/2014,IN,BUFQUE
5/30/2014,IN,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,OUT,EURQUA
5/30/2014,IN,RANUTR
5/30/2014,OUT,BUFTER
5/30/2014,OUT,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,RANUTR
5/30/2014,OUT,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,OUT,AMBBIS
5/30/2014,OUT,AMBBIS
5/30/2014,OUT,AMBBIS
5/30/2014,IN,RANUTR
5/30/2014,IN,RANUTR
5/30/2014,IN,BUFTER
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,BUFQUE
5/30/2014,OUT,EURQUA
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,IN,CRAYFISH
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,IN,RANUTR
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,HYLFEM
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,GASCAR
5/30/2014,OUT,ACRGRY
5/30/2014,OUT,BUFTER
5/30/2014,IN,CRAYFISH
5/30/2014,OUT,GASCAR
5/30/2014,IN,HYLFEM
5/30/2014,IN,ACRGRY
5/30/2014,OUT,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,OUT,GASCAR
5/30/2014,OUT,CRAYFISH
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,IN,NERFAS
5/30/2014,IN,ACRGRY
5/30/2014,OUT,NERFAS
5/30/2014,OUT,RANUTR
5/30/2014,IN,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,IN,BUFQUE
5/30/2014,IN,ACRGRY
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,OUT,EURQUA
5/30/2014,OUT,RANUTR
5/30/2014,OUT,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,OUT,GASCAR
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,OUT,DEIRET
5/30/2014,OUT,CRAYFISH
5/30/2014,IN,TRASCR
5/30/2014,IN,HYLFEM
5/30/2014,IN,GASCAR
5/30/2014,OUT,OPHVEN
5/30/2014,OUT,BUFQUE
5/30/2014,OUT,ACRGRY
5/30/2014,OUT,ACRGRY
5/30/2014,OUT,BUFQUE
5/30/2014,IN,RANCLA
5/30/2014,OUT,BUFQUE
5/30/2014,OUT,BUFTER
5/30/2014,IN,ACRGRY
5/30/2014,IN,ACRGRY
5/30/2014,OUT,ACRGRY
5/30/2014,IN,BUFQUE
5/30/2014,OUT,GASCAR
5/30/2014,OUT,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,GASCAR
5/30/2014,IN,HYLFEM
5/30/2014,OUT,HYLFEM
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,IN,BUFQUE
5/30/2014,OUT,BUFTER
5/30/2014,OUT,BUFTER
5/30/2014,OUT,NERFAS
5/30/2014,OUT,HYLFEM
5/30/2014,OUT,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,OUT,ACRGRY
5/30/2014,IN,GASCAR
5/30/2014,IN,GASCAR
5/30/2014,IN,HYLFEM
5/30/2014,OUT,EURQUA
5/30/2014,OUT,EURQUA
5/30/2014,OUT,EURQUA
5/30/2014,IN,CRAYFISH
5/31/2014,IN,ACRGRY
5/31/2014,OUT,GASCAR
5/31/2014,OUT,GASCAR
5/31/2014,OUT,GASCAR
5/31/2014,OUT,GASCAR
5/31/2014,OUT,GASCAR
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,GASCAR
5/31/2014,OUT,GASCAR
5/31/2014,OUT,GASCAR
5/31/2014,IN,RANCLA
5/31/2014,IN,RANCLA
5/31/2014,IN,RANCLA
5/31/2014,OUT,GASCAR
5/31/2014,IN,EURQUA
5/31/2014,OUT,PSEORN
5/31/2014,OUT,BUFTER
5/31/2014,IN,RANCLA
5/31/2014,OUT,AMBBIS
5/31/2014,IN,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,BUFQUE
5/31/2014,OUT,BUFQUE
5/31/2014,OUT,BUFQUE
5/31/2014,IN,ACRGRY
5/31/2014,OUT,HYLFEM
5/31/2014,OUT,HYLFEM
5/31/2014,IN,GASCAR
5/31/2014,OUT,HYLFEM
5/31/2014,IN,GASCAR
5/31/2014,IN,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,BUFTER
5/31/2014,IN,BUFQUE
5/31/2014,IN,ACRGRY
5/31/2014,IN,ACRGRY
5/31/2014,IN,ACRGRY
5/31/2014,IN,ACRGRY
5/31/2014,IN,BUFQUE
5/31/2014,OUT,BUFQUE
5/31/2014,IN,BUFQUE
5/31/2014,IN,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,GASCAR
5/31/2014,IN,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,IN,GASCAR
5/31/2014,OUT,ACRGRY
5/31/2014,OUT,ACRGRY
5/31/2014,IN,GASCAR
5/31/2014,IN,ACRGRY
5/31/2014,OUT,GASCAR
5/31/2014,IN,ACRGRY
5/31/2014,IN,GASCAR
5/31/2014,OUT,ACRGRY
5/31/2014,IN,ACRGRY
5/31/2014,IN,GASCAR
5/31/2014,OUT,EURQUA
5/31/2014,IN,ACRGRY
5/31/2014,IN,GASCAR
5/31/2014,OUT,ACRGRY
5/31/2014,IN,ACRGRY
5/31/2014,IN,ACRGRY
5/31/2014,IN,GASCAR
9/13/2014,OUT,ACRGRY
9/13/2014,IN,GASCAR
9/13/2014,OUT,AMBBIS
9/13/2014,OUT,GASCAR
9/13/2014,IN,ACRGRY
9/13/2014,OUT,GASCAR
9/13/2014,OUT,GASCAR
9/13/2014,OUT,GASCAR
9/13/2014,OUT,GASCAR
9/13/2014,IN,ACRGRY
9/13/2014,OUT,GASCAR
9/13/2014,OUT,GASCAR
9/13/2014,IN,ACRGRY
9/13/2014,OUT,GASCAR
9/13/2014,IN,GASCAR
9/13/2014,OUT,GASCAR
9/13/2014,OUT,GASCAR
9/13/2014,IN,GASCAR
9/13/2014,IN,GASCAR
9/14/2014,IN,GASCAR
9/14/2014,OUT,ACRGRY
9/14/2014,OUT,EURQUA
9/14/2014,IN,ACRGRY
9/14/2014,IN,ACRGRY
9/14/2014,OUT,GASCAR
9/14/2014,OUT,GASCAR
9/14/2014,IN,EURQUA
9/14/2014,OUT,GASCAR
9/14/2014,IN,ACRGRY
9/14/2014,OUT,GASCAR
9/14/2014,OUT,GASCAR
9/14/2014,OUT,GASCAR
9/14/2014,OUT,GASCAR
9/14/2014,OUT,ACRGRY
9/14/2014,OUT,ACRGRY
9/14/2014,OUT,ACRGRY
9/14/2014,OUT,ACRGRY
9/14/2014,IN,ACRGRY
9/14/2014,IN,ACRGRY
9/14/2014,IN,ACRGRY
9/14/2014,IN,ACRGRY
9/14/2014,OUT,GASCAR
9/14/2014,IN,ACRGRY
9/14/2014,OUT,ACRGRY
9/16/2014,IN,REGRIG
9/16/2014,IN,GASCAR
9/16/2014,OUT,GASCAR
9/16/2014,OUT,GASCAR
9/16/2014,OUT,GASCAR
9/16/2014,OUT,GASCAR
9/16/2014,IN,ELEPLA
9/16/2014,OUT,BLACAR
9/16/2014,IN,ELEPLA
9/16/2014,OUT,EURQUA
9/16/2014,OUT,ACRGRY
9/16/2014,OUT,ACRGRY
9/16/2014,OUT,ACRGRY
9/16/2014,OUT,ACRGRY
9/16/2014,IN,GASCAR
9/16/2014,IN,GASCAR
9/16/2014,OUT,GASCAR
9/16/2014,OUT,ACRGRY
9/16/2014,IN,EURQUA
9/17/2014,IN,NOTVIR
9/17/2014,IN,ACRGRY
9/17/2014,OUT,GASCAR
9/17/2014,IN,GASCAR
9/17/2014,OUT,GASCAR
9/22/2014,OUT,ACRGRY
9/22/2014,OUT,ACRGRY
9/22/2014,OUT,GASCAR
9/22/2014,IN,GASCAR
9/22/2014,OUT,EURQUA
9/22/2014,OUT,GASCAR
9/22/2014,OUT,EURQUA
9/22/2014,OUT,EURQUA
9/22/2014,IN,GASCAR
9/22/2014,IN,GASCAR
9/22/2014,IN,EURQUA
9/22/2014,OUT,GASCAR
9/22/2014,IN,ACRGRY
9/22/2014,IN,EURQUA
9/22/2014,OUT,ACRGRY
9/22/2014,OUT,ACRGRY
9/22/2014,OUT,ACRGRY
9/22/2014,OUT,GASCAR
9/23/2014,OUT,ACRGRY
9/23/2014,IN,EURQUA
9/23/2014,IN,EURQUA
9/28/2014,OUT,BUFTER
9/28/2014,IN,ACRGRY
9/28/2014,OUT,GASCAR
9/28/2014,OUT,EURQUA
9/28/2014,OUT,EURQUA
9/28/2014,OUT,GASCAR
9/28/2014,OUT,EURQUA
9/28/2014,OUT,EURQUA
9/28/2014,IN,EURQUA
9/28/2014,IN,EURQUA
9/28/2014,OUT,HYLFEM
9/28/2014,OUT,ACRGRY
9/28/2014,OUT,ACRGRY
9/28/2014,OUT,ACRGRY
9/28/2014,OUT,ACRGRY
9/28/2014,IN,GASCAR
9/28/2014,IN,ACRGRY
9/28/2014,OUT,EURQUA
9/28/2014,IN,ACRGRY
9/28/2014,OUT,ACRGRY
9/28/2014,OUT,GASCAR
9/28/2014,OUT,GASCAR
9/28/2014,IN,ELEPLA
9/28/2014,OUT,BUFQUE
9/28/2014,OUT,ACRGRY
9/28/2014,OUT,GASCAR
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,GASCAR
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,GASCAR
9/29/2014,IN,RANUTR
9/29/2014,OUT,GASCAR
9/29/2014,IN,EURQUA
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,EURQUA
9/29/2014,IN,ACRGRY
9/29/2014,IN,NOTVIR
9/29/2014,IN,GASCAR
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,ACRGRY
9/29/2014,IN,EURQUA
9/29/2014,OUT,EURQUA
9/29/2014,OUT,ACRGRY
9/29/2014,OUT,GASCAR
9/29/2014,OUT,EUMLAT
10/13/2014,OUT,THASIR
10/13/2014,OUT,OPHAES
10/13/2014,OUT,RANUTR
10/13/2014,OUT,HYLFEM
10/13/2014,OUT,HYLFEM
10/13/2014,OUT,HYLFEM
10/13/2014,OUT,HYLFEM
10/13/2014,OUT,AMBBIS
10/13/2014,OUT,SIGHIS
10/13/2014,OUT,GASCAR
10/13/2014,IN,EURQUA
10/13/2014,OUT,KINSUB
10/13/2014,OUT,EURQUA
10/13/2014,OUT,ACRGRY
10/13/2014,OUT,HYLFEM
10/13/2014,IN,GASCAR
10/13/2014,IN,EURQUA
10/13/2014,IN,ELEPLA
10/13/2014,OUT,GASCAR
10/13/2014,OUT,HYLFEM
10/13/2014,OUT,ACRGRY
10/13/2014,IN,ELEPLA
10/13/2014,OUT,ACRGRY
10/13/2014,OUT,ACRGRY
10/13/2014,OUT,HYLFEM
10/13/2014,IN,ACRGRY
10/13/2014,IN,ACRGRY
10/13/2014,OUT,HYLFEM
10/13/2014,IN,HYLFEM
10/13/2014,OUT,EURQUA
10/13/2014,IN,ACRGRY
10/13/2014,IN,EURQUA
10/13/2014,IN,EURQUA
10/13/2014,OUT,REGRIG
